id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
53941,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Kiara Women Grey Handbag
34781,Women,Accessories,Bags,Handbags,Red,Summer,2015.0,Casual,Be For Bag Women Pack of 3 Bag
21945,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Leather Handbag
43292,Women,Accessories,Bags,Handbags,Pink,Summer,2015.0,Casual,Murcia Women Pink Kate Handbag
25182,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherette Brown Handbag
57236,Women,Accessories,Bags,Handbags,Burgundy,Summer,2012.0,Casual,Murcia Women Burgundy Handbag
42843,Women,Accessories,Bags,Handbags,Khaki,Summer,2012.0,Casual,French Connection Women Khaki Bag
49567,Women,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Spice Art Women Black Handbag
33430,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Pinto Checksy Blue Sling Bag
34899,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Envirosax Women Green Bag
48181,Women,Accessories,Bags,Handbags,Brown,Winter,2016.0,Casual,Fossil Women Brown Handbag
14798,Women,Accessories,Bags,Handbags,Brown,Summer,2011.0,Casual,United Colors of Benetton Women Solid Coffee Brown Handbags
25209,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Lino Perros Women Canvas Grey Handbag
9920,Women,Accessories,Bags,Handbags,Red,Fall,2011.0,Casual,Puma Women Ferrari LS Red Handbags
27712,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Pink Handbag
43293,Women,Accessories,Bags,Handbags,Blue,Summer,2015.0,Casual,Murcia Women Blue Kate Handbag
43275,Women,Accessories,Bags,Handbags,Olive,Winter,2012.0,Casual,Murcia Women Olive Handbag
57230,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Murcia Women Purple Handbag
38752,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Nike Women Black Handbag
53673,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Green Handbag
53061,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Rocia Women Brown Handbag
36052,Unisex,Accessories,Bags,Handbags,Khaki,Fall,2012.0,Casual,OTLS Unisex Khaki Dual Flap Bag
27744,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Leather Black Handbag
9094,Women,Accessories,Bags,Handbags,Silver,Winter,2015.0,Casual,Murcia Women Silver Purse
38315,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Puma Women Dazzle Medium Hobo Grey Bag
46975,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Bulchee Women Green Handbag
21998,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Murcia Women Casual Blue Handbag
54040,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Kiara Women Black Handbag
3384,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Stitch Black Bag
18793,Unisex,Accessories,Bags,Handbags,Beige,Summer,2010.0,Casual,Peter England Unisex Casual Beige Bag
21962,Women,Accessories,Bags,Handbags,Maroon,Winter,2015.0,Casual,Murcia Women Casual Maroon Handbag
42867,Women,Accessories,Bags,Handbags,Black,Spring,2012.0,Casual,French Connection Women Black Winter Quilt Cross Sling Bag
47814,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Murcia Women Red Handbag
37433,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Murcia Women Blue Handbag
26182,Women,Accessories,Bags,Handbags,Beige,Spring,2013.0,Casual,Rocia Women Beige Casual Sandals
25266,Women,Accessories,Bags,Handbags,Beige,Winter,2012.0,Casual,Lino Perros Women Beige and Black Handbag
47305,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag
50187,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Paridhan Women Orange Handbag
25166,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Leatherette Black Handbag
51940,Women,Accessories,Bags,Handbags,Brown,Summer,2016.0,Casual,Nyk Women Brown Sling Bag
24738,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Murcia Women Leatherite Beige Bag
18033,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Solid Brown Handbag
51918,Women,Accessories,Bags,Handbags,Green,Summer,2016.0,Casual,Nyk Women Green Horado Handbag
4615,Unisex,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Wildcraft Unisex Black Lunch Bag
49554,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Rocia Women Black Handbag
10223,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Murcia Women Zoe Green Handbags
38453,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Baggit Women Pink Handbag
49562,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Spice Art Women Grey & Black Handbag
37955,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Yelloe Women Fur Black Handbag
54804,Women,Accessories,Bags,Handbags,Blue,Summer,2010.0,Casual,Ivory Tag Checkered Out Blue Handbag
47410,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Grey Bag
27692,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Murcia Women Beige Handbag
33453,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Baggit Women Selection Lovely Red Sling Bag
43333,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Murcia Women Brown Handbag
54491,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Lino Perros Women Green Handbag
10197,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Hddcs Brown Handbags
49067,Women,Accessories,Bags,Handbags,Olive,Summer,2012.0,Casual,Lino Perros Women Olive Handbag
16760,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Spice Art Women Leatherette  Black Handbags
47381,Women,Accessories,Bags,Handbags,Taupe,Summer,2012.0,Casual,Baggit Women Taupe Bag
47434,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Handbag
34767,Women,Accessories,Bags,Handbags,Beige,Summer,2015.0,Casual,Be For Bag Women Zoli Beige Bag
36676,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Paridhan Women Red Handbag
26426,Women,Accessories,Bags,Handbags,Bronze,Summer,2012.0,Casual,Spice Art Women Leatherette Bronze Handbag
33734,Women,Accessories,Bags,Handbags,Navy Blue,Winter,2012.0,Casual,Pieces Women Navy Blue Zaki Handbag
54499,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Handbag
16762,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Spice Art Women Printed Design Multi Handbags
36536,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Sling Bag
49551,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Rocia Women Beige Handbag
18037,Women,Accessories,Bags,Handbags,Tan,Winter,2015.0,Casual,Lino Perros Women Solid Tan Handbag
26430,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Spice Art Women Leatherette Brown Handbag
14884,Women,Accessories,Bags,Handbags,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Handbags
47411,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Bag
42880,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,French Connection Women Orange Sling Bag
10229,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Hths Black Handbags
48329,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Pitaraa Women Purple Sling Bag
42888,Women,Accessories,Bags,Handbags,Off White,Summer,2012.0,Casual,French Connection Off-White Tote Bag
34882,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Envirosax Women Red Bag
39549,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Hidekraft Women Green Handbag
20487,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Baggit Women Golmaal Taj Black Handbag
47295,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Sling Bag
21543,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Small Pocket Black Handbag
34887,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,Envirosax Women Multi Coloured Bag
42890,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,French Connection Women Black Sling Bag
34771,Women,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Be For Bag Women Zoli Black Bag
24736,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black and Gold Handbag
21976,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Casual Red Handbag
29743,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Light Green Handbag
9908,Unisex,Accessories,Bags,Handbags,Green,Fall,2011.0,Casual,Puma Unisex Core Shoulder Green Bags
47336,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Green Bag
52650,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Mod'acc Women Beige Handbag
14813,Women,Accessories,Bags,Handbags,Red,Summer,2011.0,Casual,United Colors of Benetton Women Solid Red Handbags
5854,Women,Accessories,Bags,Handbags,Pink,Summer,2011.0,Casual,ADIDAS Women Pink Handbag
20926,Women,Accessories,Bags,Handbags,Navy Blue,Winter,2016.0,Casual,Fastrack Women Polyester Navy Blue HandBag
51947,Unisex,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Yelloe Unisex Black Sling Bag
57836,Unisex,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Lino Perros Unisex Beige Sling Bag
35176,Unisex,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Wildcraft Unisex Graffiti Black & Yellow Sling Bag
53907,Women,Accessories,Bags,Handbags,Maroon,Summer,2012.0,Casual,Kiara Women Maroon Handbag
36506,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black Bag
42858,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,French Connection Women Brown Sling Bag
21521,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Kiara Women Rose Pink Handbag
37067,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Lino Perros Women Beige Handbag
10726,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Brown Handbags
35909,Women,Accessories,Bags,Handbags,Yellow,Summer,2012.0,Casual,Peperone Women Yellow Sling Bag
29740,Women,Accessories,Bags,Handbags,Peach,Summer,2012.0,Casual,Kiara Women Leatherette Peach Handbag
21526,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Kiara Women Glossy Red Handbag
20524,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Baggit Women Kool Excel Black Handbag
54406,Women,Accessories,Bags,Handbags,Olive,Summer,2012.0,Casual,Baggit Women Olive Handbag
53991,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Kiara Women Beige Handbag
9485,Unisex,Accessories,Bags,Handbags,Black,Winter,2013.0,Casual,Puma Unisex Black Foundation Shoulder Bag
47128,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women White Tote Bag
47347,Women,Accessories,Bags,Handbags,Teal,Fall,2012.0,Casual,Baggit Women Teal Bag
8520,Women,Accessories,Bags,Handbags,Grey,Summer,2011.0,Casual,Nike Women Nike Grey handbag Grey Bags
10217,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Kkhh Pink Handbags
38471,Women,Accessories,Bags,Handbags,Teal,Summer,2012.0,Casual,Baggit Women Teal Pride Jack Handbag
49521,Women,Accessories,Bags,Handbags,Gold,Summer,2012.0,Casual,Rocia Women Gold Handbag
20963,Women,Accessories,Bags,Handbags,Black,Winter,2016.0,Casual,Fastrack Women Polyester Black Sling Bag
9914,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Puma Women Core Lite Shopper Black Bags
25272,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Lino Perros Women Leatherette Red Handbag
47419,Women,Accessories,Bags,Handbags,Black,Fall,2012.0,Casual,Baggit Women Black Handbag
38452,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Baggit Women Red Handbag
50430,Women,Accessories,Bags,Handbags,Olive,Summer,2012.0,Casual,Lino Perros Women Olive Bag
27062,Women,Accessories,Bags,Handbags,Yellow,Summer,2015.0,Casual,Yelloe Yellow Laptop Pocket Handbag
20044,Women,Accessories,Bags,Handbags,Silver,Fall,2011.0,Casual,United Colors of Benetton Women Solid Silver Handbags
18799,Unisex,Accessories,Bags,Handbags,Khaki,Summer,2010.0,Casual,Peter England Unisex Casual Khakhi Bag
25299,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Sporty Brown Pouch
25214,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Lino Perros Women Leatherette Pink Handbag
9915,Women,Accessories,Bags,Handbags,White,Fall,2011.0,Casual,Puma Women Core Lite Shopper White Bags
34772,Women,Accessories,Bags,Handbags,Blue,Summer,2015.0,Casual,Be For Bag Women Zoli Blue Bag
7099,Unisex,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Wildcraft Unisex Grey Camera Bag
10242,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Murcia Women Mary Grey Handbags
44278,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Murcia Women Black Handpainted Print Handbag
38314,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Puma Women Dazzle Grey Handbag
54229,Women,Accessories,Bags,Handbags,Khaki,Summer,2012.0,Casual,Puma Women Khaki Handbag
54829,Women,Accessories,Bags,Handbags,Brown,Winter,2012.0,Casual,Ivory Tag Women Brown Sling Bag
10220,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Mary Pink Handbags
14812,Women,Accessories,Bags,Handbags,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Handbags
20602,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Baggit Women Red Selection Lisa Sling Bag
27670,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Murcia Women Green Handbag
22001,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Murcia Women Casual Green Handbag
52756,Women,Accessories,Bags,Handbags,Red,Fall,2012.0,Casual,Fiorelli Women Red Leather Handbag
58196,Women,Accessories,Bags,Handbags,White,Summer,2012.0,Casual,Puma Women White Handbag
26220,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Hidekraft Women Leather Pink Handbag
57835,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Sling Bag
53659,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Kiara Women Grey & Brown Handbag
54831,Women,Accessories,Bags,Handbags,Off White,Fall,2012.0,Casual,Ivory Tag Women Off White Tasseled Rose Sling Bag
27067,Women,Accessories,Bags,Handbags,Silver,Summer,2012.0,Casual,Yelloe Silver Metallic Finish Handbag
31911,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Fabindia Women Blue Sling Bag
51926,Women,Accessories,Bags,Handbags,Red,Summer,2016.0,Casual,Nyk Women Red Julius Handbag
50180,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Peperone Women Red Handbag
16764,Women,Accessories,Bags,Handbags,White,Winter,2015.0,Casual,Spice Art Women Flap Handle White Handbags
2662,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brocade Bronze Bag
20522,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Baggit Women Hail Taj Black Handbag
10210,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Kkhh Red Handbags
25290,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Leatherette Brown Sling Bag
33427,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Modishx Enzyme Blue Sling Bag
53677,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Kiara Women Blue Handbag
48327,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Pitaraa Women Green Sling Bag
26434,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Spice Art Women Red Handbag
3387,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women With Stitch Black Bag
4604,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Wildcraft Pink & Grey Printed Tote Bag
15293,Unisex,Accessories,Bags,Handbags,Blue,Fall,2011.0,Casual,ADIDAS Originals Unisex ST Airline Blue Bags
20521,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Brown Map Taj Handbag
58266,Women,Accessories,Bags,Handbags,Silver,Spring,2012.0,Casual,Baggit Women Grey Handbag
25204,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherette Light Brown Handbag
25228,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Lino Perros Women Blue Handbag
17129,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Classic Black  Handbag
25288,Women,Accessories,Bags,Handbags,Turquoise Blue,Summer,2012.0,Casual,Lino Perros Women Leatherette Turquoise Blue Sling Bag
31913,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Fabindia Women Pink Sling Bag
52633,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Mod-acc Women Grey Handbag
47382,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Baggit Women Pink Bag
33369,Women,Accessories,Bags,Handbags,Purple,Winter,2016.0,Casual,Baggit Women Gumboot Camlincrush Purple Handbag
33399,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Chillar Index Purple Handbag
52659,Women,Accessories,Bags,Handbags,Cream,Summer,2012.0,Casual,Mod'acc Women Blue & Cream Handbag
51924,Women,Accessories,Bags,Handbags,Off White,Summer,2016.0,Casual,Nyk Women Off White Sling Bag
2672,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Ethnic,Murcia Women Ethnic Hand Bag
58191,Women,Accessories,Bags,Handbags,Olive,Summer,2012.0,Casual,Rocky S Women Olive Green Handbag
49066,Women,Accessories,Bags,Handbags,Navy Blue,Summer,2012.0,Casual,Lino Perros Women Navy Blue Handbag
35828,Unisex,Accessories,Bags,Handbags,Black,Summer,2015.0,Travel,Wildcraft Unisex Black Digital Camera Pouch
34455,Women,Footwear,Shoes,Heels,Black,Spring,2013.0,Formal,Rocia Women Black Shoes
17010,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Formal,Rocia Women Brown Heels
2880,Women,Footwear,Shoes,Heels,Grey,Summer,2016.0,Formal,Catwalk Women Leather Formal Grey Heels
45340,Women,Footwear,Shoes,Heels,Silver,Summer,2016.0,Party,Cobblerz Women Silver-Toned Sandals
15490,Women,Footwear,Shoes,Heels,Black,Spring,2013.0,Formal,Carlton London Women Black Heels
2901,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Formal,Catwalk Women Corporate Leather Black Heels
15497,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Formal,Carlton London Women Casual Black Heels
15499,Women,Footwear,Shoes,Heels,Red,Spring,2013.0,Formal,Carlton London Women Casual Red Stilettos
15491,Women,Footwear,Shoes,Heels,Nude,Spring,2013.0,Formal,Carlton London Women Nude Heels
14391,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Formal,Catwalk Women Lifestyle Black Wedges
59018,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Formal,Carlton London Women Black Pumps
2633,Men,Footwear,Shoes,Heels,Black,Summer,2010.0,Smart Casual,Carlton London Men Black Leather Casual Shoes.
59045,Women,Footwear,Shoes,Heels,Turquoise Blue,Winter,2012.0,Party,Carlton London Women Turquoise Blue Pumps
34068,Women,Footwear,Shoes,Heels,Black,Fall,2012.0,Formal,Clarks Women Cash Box Leather Black Heeled Shoes
13485,Women,Footwear,Shoes,Heels,Black,Fall,2011.0,Formal,Rocia Women Rocia Black Formal Shoe Black Formal Shoes
34456,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Formal,Rocia Women Brown Shoes
34458,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Formal,Rocia Women Black Wedges
34457,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Formal,Rocia Women Beige Wedges
23797,Women,Footwear,Shoes,Heels,Black,Summer,2011.0,Formal,Clarks Women Black Dolphin Cove Heels
42740,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Formal,Rocia Women Black Formal Shoes
25017,Women,Footwear,Shoes,Heels,Black,Fall,2011.0,Formal,United Colors of Benetton Women Black Ballerinas
37970,Women,Footwear,Shoes,Heels,Black,Fall,2012.0,Formal,Clarks Women Chart Leather Black Formal Shoes
15489,Women,Footwear,Shoes,Heels,Black,Spring,2013.0,Formal,Carlton London Women Black Solid Pumps
34075,Women,Footwear,Shoes,Heels,White,Fall,2012.0,Formal,Clarks Women Henderson Toy Bone Leather White Flats
34072,Women,Footwear,Shoes,Heels,Black,Winter,2013.0,Formal,Clarks Women Country Music Combi Leather Black Pumps
41687,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Catwalk Women Beige Heels
41706,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Brown Wedges
56873,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Flats
20902,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Heels
39194,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Heels
22266,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc. 5 Women Casual Black Heels
45810,Women,Footwear,Shoes,Heels,Silver,Summer,2012.0,Casual,Senorita Women Silver Flats
36619,Women,Footwear,Shoes,Heels,Turquoise Blue,Winter,2015.0,Casual,Catwalk Women Turquoise Blue Flats
43933,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels
41691,Women,Footwear,Shoes,Heels,Grey,Winter,2012.0,Casual,Catwalk Women Grey Heels
45335,Women,Footwear,Shoes,Heels,Beige,Summer,2016.0,Casual,Cobblerz Women Beige & Green Sandals
3139,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Ethnic,Catwalk Women Ethnic Strap Brown Flats
49612,Women,Footwear,Shoes,Heels,Yellow,Winter,2015.0,Casual,Catwalk Women Yellow  Flats
41705,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,Catwalk Women Blue Wedges
14454,Women,Footwear,Shoes,Heels,Taupe,Summer,2012.0,Casual,Enroute Women Casual Taupe Casual Heels
39583,Women,Footwear,Shoes,Heels,Red,Summer,2016.0,Casual,Catwalk Women Red Flats
50178,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,Rocia Women Red Wedges
32807,Women,Footwear,Shoes,Heels,Green,Winter,2012.0,Casual,iPanema Women Ritmos Green Flats
14356,Women,Footwear,Shoes,Heels,Copper,Winter,2015.0,Casual,Catwalk Women Casual Copper Flats
33518,Women,Footwear,Shoes,Heels,Blue,Summer,2016.0,Casual,Cobblerz Women Blue Peep Toes
15511,Women,Footwear,Shoes,Heels,Pink,Fall,2011.0,Casual,Rockport Women Jeanie Thong Chain Pink Flats
56935,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,HM Women Blue Flats
53143,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Golden Heels
46596,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Olive Sandals
22274,Women,Footwear,Shoes,Heels,Pink,Winter,2012.0,Casual,Inc. 5 Women Casual Pink Flats
35819,Women,Footwear,Shoes,Heels,Grey,Summer,2012.0,Casual,Enroute Women Bluish Grey Flats
41473,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Carlton London Women Beige Heels
19044,Women,Footwear,Shoes,Heels,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Flats
41726,Women,Footwear,Shoes,Heels,Multi,Winter,2012.0,Casual,Catwalk Women Multi Colour Heels
14425,Women,Footwear,Shoes,Heels,Tan,Summer,2012.0,Casual,Enroute Women Casual Tan Flats
49600,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women White Flats
3137,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Ethnic,Catwalk Women Ethnic Leather Flat Brown Flats
41738,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Brown Heels
56899,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,HM Women Silver Heels
49607,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Heeled Shoes
33533,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Cobblerz Women Black Pumps
57853,Women,Footwear,Shoes,Heels,Green,Winter,2015.0,Casual,Catwalk Women Green Flats
21734,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women Casual White Heels
33519,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Cobblerz Women Black Wedges
45795,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Senorita Women Black Sandals
45347,Women,Footwear,Shoes,Heels,Beige,Summer,2016.0,Casual,Cobblerz Women Beige Sandals
32857,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,Grendha Women Vicky Ad Blue Flats
59676,Women,Footwear,Shoes,Heels,Olive,Winter,2012.0,Casual,Rocia Women Olive & Black Heels
32851,Women,Footwear,Shoes,Heels,Purple,Winter,2012.0,Casual,Grendha Women Claudia Purple Flats
13144,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc 5 Women Casual Black Heels
43951,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Catwalk Women Bronze Heels
45360,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Cobblerz Women Black Sandals
56866,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,HM Women Brown Flats
47594,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,Portia Women Blue Sandals
13018,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc 5 Women Casual Black Flats
46601,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Gold Coloured Heels
13027,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc 5 Women Casual Gold Flats
41713,Women,Footwear,Shoes,Heels,Orange,Spring,2013.0,Casual,Catwalk Women Orange Wedges
46595,Women,Footwear,Shoes,Heels,Pink,Spring,2013.0,Casual,Catwalk Women Pink Flats
